-0.504379, -0.902585
-0.457686, 0.706046
-0.027497, 0.141392
0.006256, -0.531724
0.399884, -0.810175
0.451094, -0.383221
0.743461, 0.077303
-0.820795, -0.172399
-0.774102, 0.382427
-0.286966, -0.242836
-0.792718, 0.038057
-0.783807, 0.028718
-0.524888, -0.289956
-0.393719, 0.144749
0.757256, 0.508530
0.670888, 0.387494
0.270180, -0.406415
-0.499191, 0.770684
-0.885311, -0.761773
-0.448103, -0.896237
0.331767, -0.089694
-0.352092, -0.767083
0.431074, 0.937132
0.237770, -0.480636
0.204932, -0.686026
-0.781060, 0.619068
-0.360698, 0.220496
0.640065, 0.625599
0.735771, -0.194617
0.594470, 0.638783
-0.944700, -0.195471
-0.381939, 0.821467
-0.202002, 0.552477
-0.096652, 0.007050
-0.770257, -0.048372
0.642567, 0.920957
-0.730522, 0.960753
-0.188147, 0.076693
0.049226, -0.834529
-0.290017, 0.411420
0.258766, 0.993652
0.562670, -0.278665
0.088412, 0.136814
-0.493515, 0.961058
0.581713, 0.742668
-0.736137, -0.531907
0.210974, 0.938169
-0.178014, -0.823420
0.487899, -0.752129
-0.571886, 0.880612
-0.578356, -0.530503
0.214148, 0.611621
0.637501, 0.568224
0.761834, -0.808527
0.967589, -0.846370
0.922605, -0.976257
0.327433, -0.898556
-0.796319, -0.814447
0.689810, -0.118625
0.032868, 0.883053
-0.031587, 0.155187
-0.785394, 0.332377
-0.375042, 0.206702
0.890561, -0.870724
-0.189062, -0.233619
0.315958, -0.830927
0.856990, 0.792413
-0.234779, 0.180212
0.922483, -0.227760
-0.121006, 0.933348
0.618152, -0.894894
-0.235328, 0.189001
0.413373, 0.130284
0.164037, 0.445906
-0.358745, -0.639149
0.998962, 0.552416
0.913999, 0.488754
-0.390790, 0.243873
0.760796, -0.279885
0.994140, 0.668325
0.300943, -0.993286
0.369915, -0.037080
0.764702, 0.733329
-0.643178, -0.056429
-0.326212, 0.424909
0.107334, 0.970580
0.495651, -0.963927
0.688040, -0.947935
-0.418561, -0.614856
0.028108, 0.248878
-0.796991, 0.294595
-0.253029, 0.442244
0.499008, -0.998413
-0.827143, -0.472823
-0.855770, -0.599292
0.865658, 0.094821
-0.445967, 0.680532
0.955809, -0.335185
0.436262, -0.082308
-0.387494, 0.531236
